full_name,party,offical_post,constituency,twitter_handle,uri,last_updated
"Dr Alasdair McDonnell MP","Social Democratic & Labour Party","Shadow SDLP Spokesperson (Health)","Belfast South","https://twitter.com/AlasdairMcD_MP","http://dbpedia.org/resource/Alasdair_McDonnell",2014-04-15T16:10:16+01:00
"John McDonnell MP","Labour","","Hayes and Harlington","https://twitter.com/johnmcdonnellMP","http://dbpedia.org/resource/John_McDonnell_(politician)",2014-04-15T16:10:17+01:00
"Rt Hon Pat McFadden MP","Labour","","Wolverhampton South East","https://twitter.com/patmcfaddenmp","http://dbpedia.org/resource/Pat_McFadden_(British_politician)",2014-04-15T16:10:17+01:00
"Alison McGovern MP","Labour","Shadow Minister (International Development)","Wirral South","https://twitter.com/Alison_McGovern","http://dbpedia.org/resource/Alison_McGovern",2014-04-15T16:10:17+01:00
"Jim McGovern MP","Labour","","Dundee West","https://twitter.com/JimMcGovernMP","http://dbpedia.org/resource/Jim_McGovern",2014-04-15T16:10:17+01:00
"Rt Hon Anne McGuire MP","Labour","","Stirling","https://twitter.com/AnneMcGuireMP","http://dbpedia.org/resource/Anne_McGuire",2014-04-15T16:10:18+01:00
"Miss Anne McIntosh MP","Conservative","","Thirsk and Malton","https://twitter.com/AnneMcIntoshMP","URI_UNKNOWN",2014-04-15T16:10:18+01:00
"Ann McKechin MP","Labour","","Glasgow North","https://twitter.com/AnnMcKechinMP","http://dbpedia.org/resource/Ann_McKechin",2014-04-15T16:10:18+01:00
"Iain McKenzie MP","Labour","","Inverclyde","https://twitter.com/InverclydeMP","http://dbpedia.org/resource/Iain_McKenzie",2014-04-15T16:10:18+01:00
"Catherine McKinnell MP","Labour","Shadow Minister (Treasury)","Newcastle upon Tyne North","https://twitter.com/CatMcKinnellMP","http://dbpedia.org/resource/Catherine_McKinnell",2014-04-15T16:10:19+01:00
"Mary Macleod MP","Conservative","","Brentford and Isleworth","https://twitter.com/MaryMacleodMP","http://dbpedia.org/resource/Mary_Macleod",2014-04-15T16:10:19+01:00
"Rt Hon Patrick McLoughlin MP","Conservative","The Secretary of State for Transport","Derbyshire Dales","TWITTER_UNKNOWN","http://dbpedia.org/resource/Patrick_McLoughlin",2014-04-15T16:10:19+01:00
"Mr Angus Brendan MacNeil MP","Scottish National","Shadow SNP Spokesperson (Scotland)","Na h-Eileanan an Iar","https://twitter.com/AngusMacNeilMP","URI_UNKNOWN",2014-04-15T16:10:20+01:00
"Stephen McPartland MP","Conservative","","Stevenage","https://twitter.com/SMcPartlandMP","http://dbpedia.org/resource/Stephen_McPartland",2014-04-15T16:10:20+01:00
"Fiona Mactaggart MP","Labour","","Slough","https://twitter.com/fionamacmp","http://dbpedia.org/resource/Fiona_Mactaggart",2014-04-15T16:10:21+01:00
"Esther McVey MP","Conservative","The Minister of State, Department for Work and Pensions","Wirral West","https://twitter.com/MinisterDisPpl","http://dbpedia.org/resource/Esther_McVey",2014-04-15T16:10:21+01:00
"Mr Khalid Mahmood MP","Labour","","Birmingham, Perry Barr","TWITTER_UNKNOWN","http://dbpedia.org/resource/Khalid_Mahmood",2014-04-15T16:10:22+01:00
"Shabana Mahmood MP","Labour","Shadow Minister (Treasury)","Birmingham, Ladywood","https://twitter.com/ShabanaMahmood","http://dbpedia.org/resource/Shabana_Mahmood",2014-04-15T16:10:22+01:00
"Mrs Anne Main MP","Conservative","","St Albans","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:22+01:00
"Seema Malhotra MP","Labour (Co-op)","","Feltham and Heston","https://twitter.com/SeemaMalhotra1","http://dbpedia.org/resource/Seema_Malhotra",2014-04-15T16:10:22+01:00
"John Mann MP","Labour","","Bassetlaw","https://twitter.com/JohnMannMP","http://dbpedia.org/resource/John_Manners,_7th_Duke_of_Rutland",2014-04-15T16:10:22+01:00
"Mr Gordon Marsden MP","Labour","Shadow Minister (Transport)","Blackpool South","https://twitter.com/GordonMarsden","http://dbpedia.org/resource/Gordon_Marsden",2014-04-15T16:10:23+01:00
"Paul Maskey MP","Sinn Fein","","Belfast West","https://twitter.com/PaulMaskeyMP","http://dbpedia.org/resource/Paul_Maskey",2014-04-15T16:10:23+01:00
"Rt Hon Francis Maude MP","Conservative","The Minister for the Cabinet Office and Paymaster General","Horsham","TWITTER_UNKNOWN","http://dbpedia.org/resource/Francis_Maude",2014-04-15T16:10:23+01:00
"Rt Hon Theresa May MP","Conservative","The Secretary of State for the Home Department","Maidenhead","TWITTER_UNKNOWN","http://dbpedia.org/resource/Theresa_May",2014-04-15T16:10:23+01:00
"Paul Maynard MP","Conservative","","Blackpool North and Cleveleys","https://twitter.com/PaulMaynardMP","http://dbpedia.org/resource/Paul_Maynard",2014-04-15T16:10:24+01:00
"Rt Hon Michael Meacher MP","Labour","","Oldham West and Royton","https://twitter.com/michaelmeacher","http://dbpedia.org/resource/Michael_Meacher",2014-04-15T16:10:24+01:00
"Sir Alan Meale MP","Labour","","Mansfield","TWITTER_UNKNOWN","http://dbpedia.org/resource/Alan_Meale",2014-04-15T16:10:24+01:00
"Ian Mearns MP","Labour","","Gateshead","https://twitter.com/IanMearnsMP","URI_UNKNOWN",2014-04-15T16:10:25+01:00
"Mark Menzies MP","Conservative","","Fylde","TWITTER_UNKNOWN","http://dbpedia.org/resource/Mark_Menzies",2014-04-15T16:10:25+01:00
"Patrick Mercer MP","Independent","","Newark","TWITTER_UNKNOWN","http://dbpedia.org/resource/Patrick_Mercer",2014-04-15T16:10:25+01:00
"Stephen Metcalfe MP","Conservative","","South Basildon and East Thurrock","https://twitter.com/SteveMetcalfeMP","http://dbpedia.org/resource/Stephen_Metcalfe_(UK_politician)",2014-04-15T16:10:26+01:00
"Rt Hon Edward Miliband MP","Labour","Leader of Her Majesty's Official Opposition","Doncaster North","https://twitter.com/Ed_Miliband","URI_UNKNOWN",2014-04-15T16:10:26+01:00
"Andrew Miller MP","Labour","","Ellesmere Port and Neston","https://twitter.com/APMiller1949","http://dbpedia.org/resource/Andrew_Miller_(politician)",2014-04-15T16:10:26+01:00
"Rt Hon Maria Miller MP","Conservative","","Basingstoke","https://twitter.com/Maria_MillerMP","http://dbpedia.org/resource/Maria_Miller",2014-04-15T16:10:26+01:00
"Nigel Mills MP","Conservative","","Amber Valley","TWITTER_UNKNOWN","http://dbpedia.org/resource/Nigel_Mills_(politician)",2014-04-15T16:10:27+01:00
"Anne Milton MP","Conservative","The Lord Commissioner of Her Majesty's Treasury","Guildford","https://twitter.com/AnneMiltonMP","http://dbpedia.org/resource/Anne_Milton",2014-04-15T16:10:27+01:00
"Rt Hon Andrew Mitchell MP","Conservative","","Sutton Coldfield","TWITTER_UNKNOWN","http://dbpedia.org/resource/Andrew_Mitchell",2014-04-15T16:10:27+01:00
"Austin Mitchell MP","Labour","","Great Grimsby","https://twitter.com/AVMitchell2010","http://dbpedia.org/resource/Austin_Mitchell",2014-04-15T16:10:28+01:00
"Francie Molloy MP","Sinn Fein","","Mid Ulster","https://twitter.com/FrancieMolloy","http://dbpedia.org/resource/Francie_Molloy",2014-04-15T16:10:29+01:00
"Mrs Madeleine Moon MP","Labour","","Bridgend","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:29+01:00
"Rt Hon Michael Moore MP","Liberal Democrat","","Berwickshire, Roxburgh and Selkirk","https://twitter.com/MichaelMooreMP","http://dbpedia.org/resource/Michael_Moore_(UK_politician)",2014-04-15T16:10:29+01:00
"Penny Mordaunt MP","Conservative","","Portsmouth North","https://twitter.com/PennyMordauntMP","http://dbpedia.org/resource/Penny_Mordaunt",2014-04-15T16:10:30+01:00
"Jessica Morden MP","Labour","","Newport East","https://twitter.com/jessicamordenmp","http://dbpedia.org/resource/Jessica_Morden",2014-04-15T16:10:30+01:00
"Nicky Morgan MP","Conservative","Minister for Women","Loughborough","https://twitter.com/NickyMorgan01","http://dbpedia.org/resource/Nicky_Morgan_(politician)",2014-04-15T16:10:30+01:00
"Graeme Morrice MP","Labour","","Livingston","https://twitter.com/GraemeMorrice","http://dbpedia.org/resource/Graeme_Morrice",2014-04-15T16:10:31+01:00
"Anne Marie Morris MP","Conservative","","Newton Abbot","https://twitter.com/AMMorrisMP","http://dbpedia.org/resource/Anne_Marie_Morris",2014-04-15T16:10:31+01:00
"David Morris MP","Conservative","","Morecambe and Lunesdale","https://twitter.com/MPDavidMorris","http://dbpedia.org/resource/David_Morris_(Conservative_politician)",2014-04-15T16:10:31+01:00
"Grahame M. Morris MP","Labour","","Easington","https://twitter.com/grahamemorris","URI_UNKNOWN",2014-04-15T16:10:42+01:00
"James Morris MP","Conservative","","Halesowen and Rowley Regis","https://twitter.com/JamesMorrisMP","http://dbpedia.org/resource/James_H._Morrison",2014-04-15T16:10:42+01:00
"Stephen Mosley MP","Conservative","","City of Chester","https://twitter.com/mp4chester","http://dbpedia.org/resource/Stephen_Mosley",2014-04-15T16:10:42+01:00
"David Mowat MP","Conservative","","Warrington South","https://twitter.com/mowat4ws","http://dbpedia.org/resource/David_Mowat",2014-04-15T16:10:43+01:00
"Mr George Mudie MP","Labour","","Leeds East","TWITTER_UNKNOWN","http://dbpedia.org/resource/George_Mudie",2014-04-15T16:10:43+01:00
"Greg Mulholland MP","Liberal Democrat","","Leeds North West","https://twitter.com/GregMulholland1","http://dbpedia.org/resource/Greg_Mulholland",2014-04-15T16:10:43+01:00
"Rt Hon David Mundell MP","Conservative","","Dumfriesshire, Clydesdale and Tweeddale","https://twitter.com/DavidMundellMP","http://dbpedia.org/resource/David_Mundell",2014-04-15T16:10:44+01:00
"Meg Munn MP","Labour (Co-op)","","Sheffield, Heeley","https://twitter.com/MegMunnMP","http://dbpedia.org/resource/Meg_Munn",2014-04-15T16:10:44+01:00
"Tessa Munt MP","Liberal Democrat","","Wells","https://twitter.com/tessamunt","http://dbpedia.org/resource/Tessa_Munt",2014-04-15T16:10:44+01:00
"Conor Murphy MP","Sinn Fein","","Newry and Armagh","https://twitter.com/conormurphymp","http://dbpedia.org/resource/Conor_Murphy",2014-04-15T16:10:45+01:00
"Rt Hon Jim Murphy MP","Labour","Shadow Secretary of State for International Development","East Renfrewshire","https://twitter.com/jimmurphymp","http://dbpedia.org/resource/Jim_Murphy",2014-04-15T16:10:45+01:00
"Rt Hon Paul Murphy MP","Labour","","Torfaen","TWITTER_UNKNOWN","http://dbpedia.org/resource/Paul_Murphy_(UK_politician)",2014-04-15T16:10:45+01:00
"Ian Murray MP","Labour","","Edinburgh South","https://twitter.com/IanMurrayMP","http://dbpedia.org/resource/Ian_Murray_(Scottish_politician)",2014-04-15T16:10:46+01:00
"Sheryll Murray MP","Conservative","","South East Cornwall","https://twitter.com/sheryllmurray","http://dbpedia.org/resource/Sheryll_Murray",2014-04-15T16:10:46+01:00
"Dr Andrew Murrison MP","Conservative","","South West Wiltshire","https://twitter.com/murrisonMP","http://dbpedia.org/resource/Andrew_Murrison",2014-04-15T16:10:46+01:00
"Lisa Nandy MP","Labour","Shadow Minister (Cabinet Office)","Wigan","https://twitter.com/lisanandy","http://dbpedia.org/resource/Lisa_Nandy",2014-04-15T16:10:46+01:00
"Pamela Nash MP","Labour","","Airdrie and Shotts","https://twitter.com/pamela_nash","http://dbpedia.org/resource/Pamela_Nash",2014-04-15T16:10:46+01:00
"Robert Neill MP","Conservative","","Bromley and Chislehurst","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:47+01:00
"Mr Brooks Newmark MP","Conservative","","Braintree","https://twitter.com/TweetBrooks","http://dbpedia.org/resource/Brooks_Newmark",2014-04-15T16:10:47+01:00
"Sarah Newton MP","Conservative","","Truro and Falmouth","https://twitter.com/SarahNewtonMP","http://dbpedia.org/resource/Sarah_Newton",2014-04-15T16:10:47+01:00
"Caroline Nokes MP","Conservative","","Romsey and Southampton North","https://twitter.com/carolinenokes","http://dbpedia.org/resource/Caroline_Nokes",2014-04-15T16:10:47+01:00
"Jesse Norman MP","Conservative","","Hereford and South Herefordshire","https://twitter.com/Jesse_Norman","http://dbpedia.org/resource/Jesse_Norman",2014-04-15T16:10:48+01:00
"Mr David Nuttall MP","Conservative","","Bury North","https://twitter.com/DavidNuttallMP","http://dbpedia.org/resource/David_Nuttall",2014-04-15T16:10:48+01:00
"Rt Hon Stephen O'Brien MP","Conservative","","Eddisbury","TWITTER_UNKNOWN","http://dbpedia.org/resource/Stephen_O'Brien",2014-04-15T16:10:48+01:00
"Fiona O'Donnell MP","Labour","","East Lothian","https://twitter.com/FionaODonnellMP","http://dbpedia.org/resource/Fiona_O'Donnell",2014-04-15T16:10:49+01:00
"Dr Matthew Offord MP","Conservative","","Hendon","TWITTER_UNKNOWN","http://dbpedia.org/resource/Matthew_Offord",2014-04-15T16:10:49+01:00
"Eric Ollerenshaw MP","Conservative","","Lancaster and Fleetwood","TWITTER_UNKNOWN","http://dbpedia.org/resource/Eric_Ollerenshaw",2014-04-15T16:10:49+01:00
"Chi Onwurah MP","Labour","Shadow Minister (Cabinet Office)","Newcastle upon Tyne Central","https://twitter.com/ChiOnwurah","URI_UNKNOWN",2014-04-15T16:10:50+01:00
"Guy Opperman MP","Conservative","","Hexham","https://twitter.com/GuyOppermanMP","http://dbpedia.org/resource/Guy_Opperman",2014-04-15T16:10:50+01:00
"Rt Hon George Osborne MP","Conservative","","Tatton","https://twitter.com/George_Osborne","http://dbpedia.org/resource/George_Osborne",2014-04-15T16:10:51+01:00
"Sandra Osborne MP","Labour","","Ayr, Carrick and Cumnock","TWITTER_UNKNOWN","http://dbpedia.org/resource/Sandra_Osborne",2014-04-15T16:10:51+01:00
"Rt Hon Sir Richard Ottaway MP","Conservative","","Croydon South","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:52+01:00
"Albert Owen MP","Labour","","Ynys Môn","https://twitter.com/AlbertOwenMP","http://dbpedia.org/resource/Albert_Owen",2014-04-15T16:10:52+01:00
"Rt Hon Sir James Paice MP","Conservative","","South East Cambridgeshire","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:53+01:00
"Ian Paisley MP","Democratic Unionist","Shadow DUP Spokesperson (Environment, Food and Rural Affairs)","North Antrim","TWITTER_UNKNOWN","http://dbpedia.org/resource/Ian_Paisley",2014-04-15T16:10:53+01:00
"Neil Parish MP","Conservative","","Tiverton and Honiton","TWITTER_UNKNOWN","http://dbpedia.org/resource/Neil_Parish",2014-04-15T16:10:54+01:00
"Priti Patel MP","Conservative","","Witham","https://twitter.com/priti4witham","http://dbpedia.org/resource/Priti_Patel",2014-04-15T16:10:55+01:00
"Rt Hon Owen Paterson MP","Conservative","The Secretary of State for Environment, Food and Rural Affairs","North Shropshire","TWITTER_UNKNOWN","http://dbpedia.org/resource/Owen_Paterson",2014-04-15T16:10:55+01:00
"Mark Pawsey MP","Conservative","","Rugby","https://twitter.com/MarkPawsey","http://dbpedia.org/resource/Mark_Pawsey",2014-04-15T16:10:55+01:00
"Teresa Pearce MP","Labour","","Erith and Thamesmead","https://twitter.com/tpearce003","http://dbpedia.org/resource/Teresa_Pearce",2014-04-15T16:10:55+01:00
"Mike Penning MP","Conservative","The Minister of State, Department for Work and Pensions","Hemel Hempstead","https://twitter.com/Penning4Hemel","http://dbpedia.org/resource/Mike_Penning",2014-04-15T16:10:55+01:00
"John Penrose MP","Conservative","The Lord Commissioner of Her Majesty's Treasury","Weston-super-Mare","https://twitter.com/JohnPenroseNews","http://dbpedia.org/resource/John_Penrose",2014-04-15T16:10:56+01:00
"Andrew Percy MP","Conservative","","Brigg and Goole","https://twitter.com/andrewpercy","http://dbpedia.org/resource/Andrew_Percy",2014-04-15T16:10:56+01:00
"Toby Perkins MP","Labour","Shadow Minister (Business, Innovation and Skills)","Chesterfield","https://twitter.com/tobyperkinsmp","http://dbpedia.org/resource/Toby_Perkins",2014-04-15T16:10:56+01:00
"Claire Perry MP","Conservative","","Devizes","https://twitter.com/claire4devizes","http://dbpedia.org/resource/Claire_Perry",2014-04-15T16:10:56+01:00
"Stephen Phillips QC MP","Conservative","","Sleaford and North Hykeham","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:10:57+01:00
"Bridget Phillipson MP","Labour","","Houghton and Sunderland South","https://twitter.com/bphillipsonMP","http://dbpedia.org/resource/Bridget_Phillipson",2014-04-15T16:10:57+01:00
"Rt Hon Eric Pickles MP","Conservative","","Brentwood and Ongar","https://twitter.com/EricPickles","http://dbpedia.org/resource/Eric_Pickles",2014-04-15T16:10:58+01:00
"Christopher Pincher MP","Conservative","","Tamworth","https://twitter.com/ChrisPincher","http://dbpedia.org/resource/Christopher_Pincher",2014-04-15T16:10:58+01:00
"Dr Daniel Poulter MP","Conservative","","Central Suffolk and North Ipswich","TWITTER_UNKNOWN","http://dbpedia.org/resource/Daniel_Poulter",2014-04-15T16:10:58+01:00
"Stephen Pound MP","Labour","Shadow Minister (Northern Ireland)","Ealing North","TWITTER_UNKNOWN","http://dbpedia.org/resource/Stephen_Pound",2014-04-15T16:10:59+01:00
"Lucy Powell MP","Labour","","Manchester Central","https://twitter.com/LucyMPowell","URI_UNKNOWN",2014-04-15T16:10:59+01:00
"Rt Hon Dawn Primarolo MP","Labour","","Bristol South","TWITTER_UNKNOWN","http://dbpedia.org/resource/Dawn_Primarolo",2014-04-15T16:10:59+01:00
"Mr Mark Prisk MP","Conservative","","Hertford and Stortford","https://twitter.com/PriskMark","http://dbpedia.org/resource/Mark_Prisk",2014-04-15T16:11:00+01:00
"Mark Pritchard MP","Conservative","","The Wrekin","https://twitter.com/MPritchardMP","http://dbpedia.org/resource/Mark_Pritchard_(politician)",2014-04-15T16:11:00+01:00
"John Pugh MP","Liberal Democrat","","Southport","https://twitter.com/johnpughmp","http://dbpedia.org/resource/John_Pugh",2014-04-15T16:11:00+01:00
"Yasmin Qureshi MP","Labour","","Bolton South East","https://twitter.com/YasminQureshiMP","http://dbpedia.org/resource/Yasmin_Qureshi",2014-04-15T16:11:01+01:00
"Mr Dominic Raab MP","Conservative","","Esher and Walton","TWITTER_UNKNOWN","http://dbpedia.org/resource/Dominic_Raab",2014-04-15T16:11:01+01:00
"Rt Hon Sir John Randall MP","Conservative","","Uxbridge and South Ruislip","https://twitter.com/uxbridgewalrus","URI_UNKNOWN",2014-04-15T16:11:01+01:00
"Rt Hon Nick Raynsford","Labour","","Greenwich and Woolwich","TWITTER_UNKNOWN","http://dbpedia.org/resource/Nick_Raynsford",2014-04-15T16:11:01+01:00
"Mark Reckless MP","Conservative","","Rochester and Strood","https://twitter.com/MarkReckless","http://dbpedia.org/resource/Mark_Reckless",2014-04-15T16:11:02+01:00
"Rt Hon John Redwood MP","Conservative","","Wokingham","https://twitter.com/johnredwood","http://dbpedia.org/resource/John_Redwood",2014-04-15T16:11:03+01:00
"Mr Jamie Reed MP","Labour","Shadow Minister (Health)","Copeland","https://twitter.com/jreedmp","http://dbpedia.org/resource/Jamie_Reed",2014-04-15T16:11:03+01:00
"Mr Steve Reed MP","Labour","","Croydon North","https://twitter.com/SteveReedMP","URI_UNKNOWN",2014-04-15T16:11:03+01:00
"Jacob Rees-Mogg MP","Conservative","","North East Somerset","TWITTER_UNKNOWN","http://dbpedia.org/resource/Jacob_Rees-Mogg",2014-04-15T16:11:04+01:00
"Simon Reevell MP","Conservative","","Dewsbury","https://twitter.com/simonreevell","http://dbpedia.org/resource/Simon_Reevell",2014-04-15T16:11:04+01:00
"Rachel Reeves MP","Labour","Shadow Secretary of State for Work and Pensions","Leeds West","https://twitter.com/RachelReevesMP","http://dbpedia.org/resource/Rachel_Reeves",2014-04-15T16:11:05+01:00
"Mr Alan Reid MP","Liberal Democrat","","Argyll and Bute","TWITTER_UNKNOWN","http://dbpedia.org/resource/Alan_Reid_(politician)",2014-04-15T16:11:05+01:00
"Emma Reynolds MP","Labour","Shadow Minister (Communities and Local Government) (Housing)","Wolverhampton North East","https://twitter.com/EmmaReynoldsMP","http://dbpedia.org/resource/Emma_Reynolds",2014-04-15T16:11:05+01:00
"Jonathan Reynolds MP","Labour (Co-op)","Shadow Minister (Energy and Climate Change)","Stalybridge and Hyde","https://twitter.com/jreynoldsMP","http://dbpedia.org/resource/Jonathan_Reynolds",2014-04-15T16:11:06+01:00
"Rt Hon Sir Malcolm Rifkind QC","Conservative","","Kensington","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:11:06+01:00
"Mrs Linda Riordan MP","Labour (Co-op)","","Halifax","https://twitter.com/Linda_Riordan","URI_UNKNOWN",2014-04-15T16:11:06+01:00
"Ms Margaret Ritchie MP","Social Democratic & Labour Party","Shadow SDLP Spokesperson (Environment, Food and Rural Affairs)","South Down","https://twitter.com/MRitchieMP","http://dbpedia.org/resource/Margaret_Ritchie_(politician)",2014-04-15T16:11:07+01:00
"Rt Hon Andrew Robathan MP","Conservative","The Minister of State, Northern Ireland Office","South Leicestershire","TWITTER_UNKNOWN","http://dbpedia.org/resource/Andrew_Robathan",2014-04-15T16:11:07+01:00
"Angus Robertson MP","Scottish National","Shadow SNP Spokesperson (Foreign Affairs)","Moray","https://twitter.com/MorayMP","http://dbpedia.org/resource/Angus_Robertson",2014-04-15T16:11:07+01:00
"Rt Hon Hugh Robertson MP","Conservative","Minister of State","Faversham and Mid Kent","TWITTER_UNKNOWN","http://dbpedia.org/resource/Hugh_Robertson_(politician)",2014-04-15T16:11:08+01:00
"John Robertson MP","Labour","","Glasgow North West","https://twitter.com/JohnRobertsonMP","http://dbpedia.org/resource/John_Robertson_(New_South_Wales_Premier)",2014-04-15T16:11:09+01:00
"Mr Laurence Robertson MP","Conservative","","Tewkesbury","TWITTER_UNKNOWN","http://dbpedia.org/resource/Laurence_Robertson",2014-04-15T16:11:09+01:00
"Mr Geoffrey Robinson MP","Labour","","Coventry North West","TWITTER_UNKNOWN","http://dbpedia.org/resource/Geoffrey_Robinson",2014-04-15T16:11:09+01:00
"Dan Rogerson MP","Liberal Democrat","","North Cornwall","TWITTER_UNKNOWN","http://dbpedia.org/resource/Dan_Rogerson",2014-04-15T16:11:09+01:00
"Andrew Rosindell MP","Conservative","","Romford","https://twitter.com/AndrewRosindell","http://dbpedia.org/resource/Andrew_Rosindell",2014-04-15T16:11:11+01:00
"Steve Rotheram MP","Labour","","Liverpool, Walton","https://twitter.com/SteveRotheramMP","http://dbpedia.org/resource/Steve_Rotheram",2014-04-15T16:11:11+01:00
"Mr Frank Roy MP","Labour","","Motherwell and Wishaw","https://twitter.com/FrankRoyMP","http://dbpedia.org/resource/Frank_Roy",2014-04-15T16:11:12+01:00
"Lindsay Roy MP","Labour","","Glenrothes","https://twitter.com/LindsayRoyMP","http://dbpedia.org/resource/Lindsay_Roy",2014-04-15T16:11:13+01:00
"Chris Ruane MP","Labour","","Vale of Clwyd","https://twitter.com/ChrisRuaneMP","http://dbpedia.org/resource/Chris_Ruane",2014-04-15T16:11:13+01:00
"Amber Rudd MP","Conservative","","Hastings and Rye","https://twitter.com/AmberRuddMP","http://dbpedia.org/resource/Amber_Rudd",2014-04-15T16:11:13+01:00
"Rt Hon Dame Joan Ruddock MP","Labour","","Lewisham, Deptford","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:11:14+01:00
"Mr David Ruffley MP","Conservative","","Bury St Edmunds","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Ruffley",2014-04-15T16:11:14+01:00
"Sir Bob Russell MP","Liberal Democrat","","Colchester","TWITTER_UNKNOWN","http://dbpedia.org/resource/Bob_Russell_(British_politician)",2014-04-15T16:11:14+01:00
"David Rutley MP","Conservative","","Macclesfield","https://twitter.com/DavidRutleyMP","http://dbpedia.org/resource/David_Rutley",2014-04-15T16:11:15+01:00
"Mr Adrian Sanders MP","Liberal Democrat","","Torbay","https://twitter.com/adriansandersmp","http://dbpedia.org/resource/Adrian_Sanders",2014-04-15T16:11:15+01:00
"Laura Sandys MP","Conservative","","South Thanet","https://twitter.com/LauraSandysMP","http://dbpedia.org/resource/Laura_Sandys",2014-04-15T16:11:16+01:00
"Anas Sarwar MP","Labour","","Glasgow Central","https://twitter.com/AnasSarwar","http://dbpedia.org/resource/Anas_Sarwar",2014-04-15T16:11:16+01:00
"Andy Sawford MP","Labour (Co-op)","","Corby","https://twitter.com/AndySawfordMP","URI_UNKNOWN",2014-04-15T16:11:17+01:00
"Mr Lee Scott MP","Conservative","","Ilford North","TWITTER_UNKNOWN","http://dbpedia.org/resource/Scott_Leehy",2014-04-15T16:11:17+01:00
"Alison Seabeck MP","Labour","Shadow Minister (Defence)","Plymouth, Moor View","https://twitter.com/alisonseabeck","http://dbpedia.org/resource/Alison_Seabeck",2014-04-15T16:11:18+01:00
"Andrew Selous MP","Conservative","","South West Bedfordshire","https://twitter.com/Andrew_SelousMP","http://dbpedia.org/resource/Andrew_Selous",2014-04-15T16:11:19+01:00
"Jim Shannon MP","Democratic Unionist","Shadow DUP Spokesperson (Transport)","Strangford","TWITTER_UNKNOWN","http://dbpedia.org/resource/Jim_Shannon",2014-04-15T16:11:19+01:00
"Rt Hon Grant Shapps MP","Conservative","Minister without Portfolio ","Welwyn Hatfield","https://twitter.com/grantshapps","http://dbpedia.org/resource/Grant_Shapps",2014-04-15T16:11:19+01:00
"Alok Sharma MP","Conservative","","Reading West","TWITTER_UNKNOWN","http://dbpedia.org/resource/Alok_Sharma",2014-04-15T16:11:19+01:00
"Mr Virendra Sharma MP","Labour","","Ealing, Southall","https://twitter.com/VirendraSharma","http://dbpedia.org/resource/Virendra_Sharma",2014-04-15T16:11:20+01:00
"Mr Barry Sheerman MP","Labour (Co-op)","","Huddersfield","https://twitter.com/BSheermanMP","http://dbpedia.org/resource/Barry_Sheerman",2014-04-15T16:11:20+01:00
"Alec Shelbrooke MP","Conservative","","Elmet and Rothwell","https://twitter.com/AlecShelbrooke","http://dbpedia.org/resource/Alec_Shelbrooke",2014-04-15T16:11:20+01:00
"Sir Richard Shepherd MP","Conservative","","Aldridge-Brownhills","TWITTER_UNKNOWN","http://dbpedia.org/resource/Richard_Shepherd",2014-04-15T16:11:21+01:00
"Jim Sheridan MP","Labour","","Paisley and Renfrewshire North","https://twitter.com/JimSheridanMP","http://dbpedia.org/resource/Jim_Sheridan_(politician)",2014-04-15T16:11:21+01:00
"Gavin Shuker MP","Labour (Co-op)","Shadow Minister (International Development)","Luton South","https://twitter.com/gavinshuker","http://dbpedia.org/resource/Gavin_Shuker",2014-04-15T16:11:22+01:00
"Mark Simmonds MP","Conservative","","Boston and Skegness","https://twitter.com/MarkJSimmonds","http://dbpedia.org/resource/Mark_Simmonds",2014-04-15T16:11:22+01:00
"David Simpson MP","Democratic Unionist","Shadow DUP Spokesperson (Business, Innovation and Skills)","Upper Bann","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Simpson_(UK_politician)",2014-04-15T16:11:22+01:00
"Mr Keith Simpson MP","Conservative","","Broadland","TWITTER_UNKNOWN","http://dbpedia.org/resource/Keith_Simpson_(politician)",2014-04-15T16:11:22+01:00
"Chris Skidmore MP","Conservative","","Kingswood","https://twitter.com/chrisskidmoremp","http://dbpedia.org/resource/Chris_Skidmore",2014-04-15T16:11:23+01:00
"Mr Dennis Skinner MP","Labour","","Bolsover","TWITTER_UNKNOWN","http://dbpedia.org/resource/Dennis_Skinner",2014-04-15T16:11:23+01:00
"Andy Slaughter MP","Labour","","Hammersmith","https://twitter.com/hammersmithandy","http://dbpedia.org/resource/Andy_Slaughter",2014-04-15T16:11:23+01:00
"Rt Hon Andrew Smith MP","Labour","","Oxford East","https://twitter.com/OxfordLabourMP","http://dbpedia.org/resource/Andrew_Smith_(politician)",2014-04-15T16:11:23+01:00
