full_name,party,offical_post,constituency,twitter_handle,uri,last_updated
"John Glen MP","Conservative","","Salisbury","https://twitter.com/JohnGlenMP","http://dbpedia.org/resource/John_Glenn",2014-04-15T16:09:23+01:00
"Mrs Mary Glindon MP","Labour","","North Tyneside","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:23+01:00
"Mr Roger Godsiff MP","Labour","","Birmingham, Hall Green","https://twitter.com/RogerGodsiff","http://dbpedia.org/resource/Roger_Godsiff",2014-04-15T16:09:23+01:00
"Zac Goldsmith MP","Conservative","","Richmond Park","https://twitter.com/ZacGoldsmith","http://dbpedia.org/resource/Zac_Goldsmith",2014-04-15T16:09:23+01:00
"Helen Goodman MP","Labour","Shadow Minister (Culture, Media and Sport)","Bishop Auckland","https://twitter.com/HelenGoodmanMP","http://dbpedia.org/resource/Helen_Goodman",2014-04-15T16:09:24+01:00
"Mr Robert Goodwill MP","Conservative","Parliamentary Under-Secretary (Department for Transport)","Scarborough and Whitby","https://twitter.com/transportgovuk","http://dbpedia.org/resource/Robert_Goodwill",2014-04-15T16:09:24+01:00
"Rt Hon Michael Gove MP","Conservative","","Surrey Heath","TWITTER_UNKNOWN","http://dbpedia.org/resource/Michael_Gove",2014-04-15T16:09:24+01:00
"Richard Graham MP","Conservative","","Gloucester","https://twitter.com/RichardGrahamMP","http://dbpedia.org/resource/Graham_Richardson",2014-04-15T16:09:24+01:00
"Mrs Helen Grant MP","Conservative","The Parliamentary Under-Secretary of State for Culture, Media and Sport","Maidstone and The Weald","https://twitter.com/HelenGrantMP","URI_UNKNOWN",2014-04-15T16:09:24+01:00
"Mr James Gray MP","Conservative","","North Wiltshire","https://twitter.com/JamesGrayMP","http://dbpedia.org/resource/James_Gray_Turgeon",2014-04-15T16:09:25+01:00
"Rt Hon Chris Grayling MP","Conservative","The Lord Chancellor and Secretary of State for Justice ","Epsom and Ewell","TWITTER_UNKNOWN","http://dbpedia.org/resource/Chris_Grayling",2014-04-15T16:09:25+01:00
"Tom Greatrex MP","Labour (Co-op)","Shadow Minister (Energy and Climate Change)","Rutherglen and Hamilton West","https://twitter.com/tomgreatrexmp","http://dbpedia.org/resource/Tom_Greatrex",2014-04-15T16:09:25+01:00
"Rt Hon Damian Green MP","Conservative","The Minister for Policing and Criminal Justice","Ashford","https://twitter.com/damiangreenmp","http://dbpedia.org/resource/Damian_Green",2014-04-15T16:09:25+01:00
"Kate Green MP","Labour","Shadow Minister (Work and Pensions)","Stretford and Urmston","https://twitter.com/KateGreenSU","http://dbpedia.org/resource/Kate_Green",2014-04-15T16:09:26+01:00
"Rt Hon Justine Greening MP","Conservative","The Secretary of State for International Development","Putney","https://twitter.com/JustineGreening","http://dbpedia.org/resource/Justine_Greening",2014-04-15T16:09:26+01:00
"Lilian Greenwood MP","Labour","Shadow Minister (Transport)","Nottingham South","https://twitter.com/LilianGreenwood","http://dbpedia.org/resource/Lilian_Greenwood",2014-04-15T16:09:27+01:00
"Rt Hon Dominic Grieve QC MP","Conservative","","Beaconsfield","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:28+01:00
"Nia Griffith MP","Labour","Shadow Minister (Wales)","Llanelli","https://twitter.com/NiaGriffithMP","http://dbpedia.org/resource/Nia_Griffith",2014-04-15T16:09:28+01:00
"Andrew Griffiths MP","Conservative","","Burton","https://twitter.com/agriffithsmp","http://dbpedia.org/resource/Andrew_Griffiths_(politician)",2014-04-15T16:09:28+01:00
"Ben Gummer MP","Conservative","","Ipswich","https://twitter.com/ben4ipswich","URI_UNKNOWN",2014-04-15T16:09:29+01:00
"Andrew Gwynne MP","Labour","Shadow Minister (Health)","Denton and Reddish","https://twitter.com/GwynneMP","http://dbpedia.org/resource/Andrew_Gwynne",2014-04-15T16:09:29+01:00
"Mr Sam Gyimah MP","Conservative","","East Surrey","https://twitter.com/SamGyimah","http://dbpedia.org/resource/Sam_Gyimah",2014-04-15T16:09:29+01:00
"Rt Hon William Hague MP","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","Richmond (Yorks)","https://twitter.com/WilliamJHague","http://dbpedia.org/resource/William_Hague",2014-04-15T16:09:30+01:00
"Rt Hon Peter Hain MP","Labour","","Neath","https://twitter.com/PeterHain","http://dbpedia.org/resource/Peter_Hain",2014-04-15T16:09:30+01:00
"Robert Halfon MP","Conservative","","Harlow","https://twitter.com/halfon4harlowMP","http://dbpedia.org/resource/Robert_Halfon",2014-04-15T16:09:30+01:00
"Duncan Hames MP","Liberal Democrat","","Chippenham","https://twitter.com/duncanhames","http://dbpedia.org/resource/Duncan_Hames",2014-04-15T16:09:30+01:00
"Mr David Hamilton MP","Labour","","Midlothian","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Hamilton_(politician)",2014-04-15T16:09:31+01:00
"Fabian Hamilton MP","Labour","","Leeds North East","https://twitter.com/fabianhamilton","http://dbpedia.org/resource/Fabian_Hamilton",2014-04-15T16:09:31+01:00
"Rt Hon Philip Hammond MP","Conservative","The Secretary of State for Defence","Runnymede and Weybridge","TWITTER_UNKNOWN","http://dbpedia.org/resource/Philip_Hammond",2014-04-15T16:09:31+01:00
"Stephen Hammond MP","Conservative","","Wimbledon","https://twitter.com/SHammondMP","http://dbpedia.org/resource/Stephen_Hammond",2014-04-15T16:09:31+01:00
"Matthew Hancock MP","Conservative","Minister of State (Department for Business, Innovation and Skills) (Jointly with the Department for Education)","West Suffolk","https://twitter.com/matthancockmp","http://dbpedia.org/resource/Matthew_Hancock",2014-04-15T16:09:32+01:00
"Mr Mike Hancock","Independent","","Portsmouth South","TWITTER_UNKNOWN","http://dbpedia.org/resource/Mike_Hancock_(UK_politician)",2014-04-15T16:09:32+01:00
"Greg Hands MP","Conservative","The Treasurer of Her Majesty's Household","Chelsea and Fulham","https://twitter.com/GregHands","http://dbpedia.org/resource/Greg_Hands",2014-04-15T16:09:33+01:00
"Rt Hon David Hanson MP","Labour","Shadow Minister (Home Affairs)","Delyn","https://twitter.com/DavidHansonMP","http://dbpedia.org/resource/David_Hanson_(politician)",2014-04-15T16:09:33+01:00
"Rt Hon Harriet Harman QC MP","Labour","Shadow Deputy Prime Minister and Shadow Secretary of State for Culture, Media and Sport","Camberwell and Peckham","https://twitter.com/HarrietHarman","URI_UNKNOWN",2014-04-15T16:09:33+01:00
"Mr Mark Harper MP","Conservative","","Forest of Dean","https://twitter.com/Mark_J_Harper","http://dbpedia.org/resource/Mark_Harper",2014-04-15T16:09:34+01:00
"Richard Harrington MP","Conservative","","Watford","https://twitter.com/Richard4Watford","http://dbpedia.org/resource/Richard_Harrington_(politician)",2014-04-15T16:09:34+01:00
"Rebecca Harris MP","Conservative","","Castle Point","https://twitter.com/RebeccaHarrisMP","http://dbpedia.org/resource/Rebecca_Harris",2014-04-15T16:09:34+01:00
"Mr Tom Harris MP","Labour","","Glasgow South","TWITTER_UNKNOWN","http://dbpedia.org/resource/Tom_Harris_(UK_politician)",2014-04-15T16:09:35+01:00
"Simon Hart MP","Conservative","","Carmarthen West and South Pembrokeshire","https://twitter.com/Simonhartmp","http://dbpedia.org/resource/Simon_Hart",2014-04-15T16:09:35+01:00
"Sir Nick Harvey MP","Liberal Democrat","","North Devon","TWITTER_UNKNOWN","http://dbpedia.org/resource/Nick_Harvey",2014-04-15T16:09:35+01:00
"Rt Hon Sir Alan Haselhurst","Conservative","","Saffron Walden","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:36+01:00
"Mr Dai Havard MP","Labour","","Merthyr Tydfil and Rhymney","TWITTER_UNKNOWN","http://dbpedia.org/resource/Dai_Havard",2014-04-15T16:09:36+01:00
"Rt Hon John Hayes MP","Conservative","Minister without Portfolio ","South Holland and The Deepings","TWITTER_UNKNOWN","http://dbpedia.org/resource/John_Henry_Hayes",2014-04-15T16:09:37+01:00
"Oliver Heald MP","Conservative","The Solicitor-General","North East Hertfordshire","TWITTER_UNKNOWN","http://dbpedia.org/resource/Oliver_Heald",2014-04-15T16:09:37+01:00
"Rt Hon John Healey MP","Labour","","Wentworth and Dearne","https://twitter.com/JohnHealey_MP","http://dbpedia.org/resource/John_Healey",2014-04-15T16:09:38+01:00
"Mr David Heath MP","Liberal Democrat","","Somerton and Frome","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Heath_(politician)",2014-04-15T16:09:38+01:00
"Chris Heaton-Harris MP","Conservative","","Daventry","https://twitter.com/chhcalling","http://dbpedia.org/resource/Chris_Heaton-Harris",2014-04-15T16:09:38+01:00
"John Hemming MP","Liberal Democrat","","Birmingham, Yardley","https://twitter.com/johnhemmingmp","http://dbpedia.org/resource/John_Hemming_(politician)",2014-04-15T16:09:38+01:00
"Gordon Henderson MP","Conservative","","Sittingbourne and Sheppey","TWITTER_UNKNOWN","http://dbpedia.org/resource/Gordon_Henderson_(politician)",2014-04-15T16:09:39+01:00
"Mark Hendrick MP","Labour (Co-op)","","Preston","TWITTER_UNKNOWN","http://dbpedia.org/resource/Mark_Hendrick",2014-04-15T16:09:39+01:00
"Charles Hendry MP","Conservative","","Wealden","TWITTER_UNKNOWN","http://dbpedia.org/resource/Charles_Hendry",2014-04-15T16:09:39+01:00
"Mr Stephen Hepburn MP","Labour","","Jarrow","TWITTER_UNKNOWN","http://dbpedia.org/resource/Stephen_Hepburn",2014-04-15T16:09:39+01:00
"Rt Hon Nick Herbert MP","Conservative","","Arundel and South Downs","https://twitter.com/nickherbertmp","http://dbpedia.org/resource/Nick_Herbert",2014-04-15T16:09:40+01:00
"Lady Hermon MP","Independent","","North Down","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:40+01:00
"David Heyes MP","Labour","","Ashton-under-Lyne","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Heyes",2014-04-15T16:09:40+01:00
"Meg Hillier MP","Labour (Co-op)","","Hackney South and Shoreditch","https://twitter.com/Meg_HillierMP","http://dbpedia.org/resource/Meg_Hillier",2014-04-15T16:09:41+01:00
"Julie Hilling MP","Labour","","Bolton West","TWITTER_UNKNOWN","http://dbpedia.org/resource/Julie_Hilling",2014-04-15T16:09:41+01:00
"Damian Hinds MP","Conservative","","East Hampshire","TWITTER_UNKNOWN","http://dbpedia.org/resource/Damian_Hinds",2014-04-15T16:09:41+01:00
"Mr Mark Hoban MP","Conservative","","Fareham","https://twitter.com/markhobanmp","http://dbpedia.org/resource/Mark_Hoban",2014-04-15T16:09:41+01:00
"Rt Hon Margaret Hodge MP","Labour","","Barking","https://twitter.com/margarethodge","http://dbpedia.org/resource/Margaret_Hodge",2014-04-15T16:09:42+01:00
"Mrs Sharon Hodgson MP","Labour","Shadow Minister (Equalities)","Washington and Sunderland West","https://twitter.com/SharonHodgsonMP","URI_UNKNOWN",2014-04-15T16:09:43+01:00
"Kate Hoey MP","Labour","","Vauxhall","https://twitter.com/hoeykateMP","http://dbpedia.org/resource/Kate_Hoey",2014-04-15T16:09:44+01:00
"George Hollingbery MP","Conservative","","Meon Valley","https://twitter.com/GHollingbery","http://dbpedia.org/resource/George_Hollingbery",2014-04-15T16:09:45+01:00
"Mr Philip Hollobone MP","Conservative","","Kettering","TWITTER_UNKNOWN","http://dbpedia.org/resource/Philip_Hollobone",2014-04-15T16:09:45+01:00
"Mr Adam Holloway MP","Conservative","","Gravesham","TWITTER_UNKNOWN","http://dbpedia.org/resource/Adam_Holloway",2014-04-15T16:09:45+01:00
"Mr Jim Hood MP","Labour","","Lanark and Hamilton East","https://twitter.com/JimHood_MP","http://dbpedia.org/resource/Jimmy_Hood",2014-04-15T16:09:45+01:00
"Kelvin Hopkins MP","Labour","","Luton North","TWITTER_UNKNOWN","http://dbpedia.org/resource/Kelvin_Hopkins",2014-04-15T16:09:45+01:00
"Kris Hopkins MP","Conservative","","Keighley","https://twitter.com/khopkinsmp","http://dbpedia.org/resource/Kris_Hopkins",2014-04-15T16:09:46+01:00
"Martin Horwood MP","Liberal Democrat","","Cheltenham","https://twitter.com/MartinChelt","http://dbpedia.org/resource/Martin_Horwood",2014-04-15T16:09:46+01:00
"Stewart Hosie MP","Scottish National","Shadow SNP Spokesperson (Treasury)","Dundee East","https://twitter.com/StewartHosieMP","http://dbpedia.org/resource/Stewart_Hosie",2014-04-15T16:09:46+01:00
"Rt Hon George Howarth MP","Labour","","Knowsley","TWITTER_UNKNOWN","http://dbpedia.org/resource/George_Howarth",2014-04-15T16:09:46+01:00
"Sir Gerald Howarth MP","Conservative","","Aldershot","https://twitter.com/geraldhowarth","http://dbpedia.org/resource/Gerald_Howarth",2014-04-15T16:09:47+01:00
"John Howell MP","Conservative","","Henley","https://twitter.com/JohnHowellMP","http://dbpedia.org/resource/John_Howell_(politician)",2014-04-15T16:09:47+01:00
"Rt Hon Lindsay Hoyle MP","Labour","","Chorley","https://twitter.com/LindsayHoyle_MP","http://dbpedia.org/resource/Lindsay_Hoyle",2014-04-15T16:09:47+01:00
"Rt Hon Simon Hughes MP","Liberal Democrat","","Bermondsey and Old Southwark","https://twitter.com/SimonHughesMP","http://dbpedia.org/resource/Simon_Hughes",2014-04-15T16:09:47+01:00
"Rt Hon Jeremy Hunt MP","Conservative","The Secretary of State for Health","South West Surrey","https://twitter.com/Jeremy_Hunt","http://dbpedia.org/resource/Jeremy_Hunt_(politician)",2014-04-15T16:09:48+01:00
"Tristram Hunt MP","Labour","Shadow Secretary of State for Education","Stoke-on-Trent Central","https://twitter.com/TristramHuntMP","http://dbpedia.org/resource/Tristram_Hunt",2014-04-15T16:09:48+01:00
"Mark Hunter MP","Liberal Democrat","Assistant Whip (HM Treasury)","Cheadle","https://twitter.com/markhuntermp","http://dbpedia.org/resource/Mark_Hunter_(politician)",2014-04-15T16:09:48+01:00
"Dr Julian Huppert MP","Liberal Democrat","","Cambridge","https://twitter.com/julianhuppert","http://dbpedia.org/resource/Julian_Huppert",2014-04-15T16:09:48+01:00
"Mr Nick Hurd MP","Conservative","","Ruislip, Northwood and Pinner","https://twitter.com/minforcivsoc","http://dbpedia.org/resource/Nick_Hurd",2014-04-15T16:09:48+01:00
"Huw Irranca-Davies MP","Labour","Shadow Minister (Environment, Food and Rural Affairs)","Ogmore","https://twitter.com/IrrancaDaviesMP","http://dbpedia.org/resource/Huw_Irranca-Davies",2014-04-15T16:09:49+01:00
"Glenda Jackson MP","Labour","","Hampstead and Kilburn","https://twitter.com/glendajacksonmp","http://dbpedia.org/resource/Glenda_Jackson",2014-04-15T16:09:49+01:00
"Mr Stewart Jackson MP","Conservative","","Peterborough","https://twitter.com/SJacksonMP","http://dbpedia.org/resource/Stewart_Jackson",2014-04-15T16:09:50+01:00
"Margot James MP","Conservative","","Stourbridge","https://twitter.com/margotjamesmp","http://dbpedia.org/resource/Margot_James",2014-04-15T16:09:50+01:00
"Mrs Siân C. James MP","Labour","","Swansea East","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:50+01:00
"Cathy Jamieson MP","Labour (Co-op)","","Kilmarnock and Loudoun","https://twitter.com/cathyjamieson","http://dbpedia.org/resource/Cathy_Jamieson",2014-04-15T16:09:50+01:00
"Dan Jarvis MP","Labour","Shadow Minister (Justice)","Barnsley Central","https://twitter.com/DanJarvisMP","http://dbpedia.org/resource/Dan_Jarvis",2014-04-15T16:09:51+01:00
"Sajid Javid MP","Conservative","Minister for Equality","Bromsgrove","https://twitter.com/sajidjavid","http://dbpedia.org/resource/Sajid_Javid",2014-04-15T16:09:51+01:00
"Mr Bernard Jenkin MP","Conservative","","Harwich and North Essex","https://twitter.com/bernardjenkin","http://dbpedia.org/resource/Bernard_Jenkin",2014-04-15T16:09:52+01:00
"Rt Hon Alan Johnson MP","Labour","","Kingston upon Hull West and Hessle","TWITTER_UNKNOWN","http://dbpedia.org/resource/Alan_Johnson",2014-04-15T16:09:52+01:00
"Diana Johnson MP","Labour","Shadow Minister (Home Affairs)","Kingston upon Hull North","https://twitter.com/DianaJohnsonMP","http://dbpedia.org/resource/Diana_Johnson",2014-04-15T16:09:52+01:00
"Gareth Johnson MP","Conservative","","Dartford","TWITTER_UNKNOWN","http://dbpedia.org/resource/Gareth_Johnson",2014-04-15T16:09:52+01:00
"Joseph Johnson MP","Conservative","Assistant Whip (HM Treasury)","Orpington","https://twitter.com/JoJohnsonMP","http://dbpedia.org/resource/Joseph_B._Johnson",2014-04-15T16:09:53+01:00
"Andrew Jones MP","Conservative","","Harrogate and Knaresborough","https://twitter.com/AndrewJonesMP","http://dbpedia.org/resource/Andrew_Jones_(politician)",2014-04-15T16:09:53+01:00
"Rt Hon David Jones MP","Conservative","The Secretary of State for Wales","Clwyd West","https://twitter.com/DavidJonesMP","http://dbpedia.org/resource/David_Jones_(Welsh_politician)",2014-04-15T16:09:54+01:00
"Graham Jones MP","Labour","","Hyndburn","https://twitter.com/GrahamJones_MP","http://dbpedia.org/resource/Graham_Jones_(politician)",2014-04-15T16:09:54+01:00
"Helen Jones MP","Labour","Shadow Minister (Home Affairs)","Warrington North","https://twitter.com/HelenJonesMP","http://dbpedia.org/resource/Helen_Mary_Jones",2014-04-15T16:09:55+01:00
"Mr Kevan Jones MP","Labour","Shadow Minister (Defence)","North Durham","https://twitter.com/KevanJonesMP","http://dbpedia.org/resource/Kevan_Jones",2014-04-15T16:09:55+01:00
"Mr Marcus Jones MP","Conservative","","Nuneaton","https://twitter.com/MarcusJonesMP","http://dbpedia.org/resource/Marcus_Jones_(UK_politician)",2014-04-15T16:09:55+01:00
"Susan Elan Jones MP","Labour","","Clwyd South","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:55+01:00
"Rt Hon Dame  Tessa Jowell MP","Labour","Shadow Minister (Olympics and London)","Dulwich and West Norwood","https://twitter.com/jowellt","URI_UNKNOWN",2014-04-15T16:09:56+01:00
"Eric Joyce MP","Independent","","Falkirk","https://twitter.com/ericjoyce","http://dbpedia.org/resource/Eric_Joyce",2014-04-15T16:09:56+01:00
"Mike Kane MP","Labour","","Wythenshawe and Sale East","https://twitter.com/Mjpkane","URI_UNKNOWN",2014-04-15T16:09:56+01:00
"Rt Hon Sir Gerald Kaufman MP","Labour","","Manchester, Gorton","TWITTER_UNKNOWN","URI_UNKNOWN",2014-04-15T16:09:57+01:00
"Daniel Kawczynski MP","Conservative","","Shrewsbury and Atcham","TWITTER_UNKNOWN","http://dbpedia.org/resource/Daniel_Kawczynski",2014-04-15T16:09:57+01:00
"Barbara Keeley MP","Labour","","Worsley and Eccles South","https://twitter.com/KeeleyMP","http://dbpedia.org/resource/Barbara_Keeley",2014-04-15T16:09:58+01:00
"Chris Kelly MP","Conservative","","Dudley South","TWITTER_UNKNOWN","http://dbpedia.org/resource/Chris_Kelly_(British_politician)",2014-04-15T16:09:58+01:00
"Liz Kendall MP","Labour","Shadow Minister (Health) (Care and Older People)","Leicester West","https://twitter.com/leicesterliz","http://dbpedia.org/resource/Liz_Kendall",2014-04-15T16:09:59+01:00
"Rt Hon Charles Kennedy MP","Liberal Democrat","","Ross, Skye and Lochaber","https://twitter.com/charles_kennedy","http://dbpedia.org/resource/Charles_Kennedy",2014-04-15T16:10:00+01:00
"Rt Hon Sadiq Khan MP","Labour","Shadow Lord Chancellor and Shadow Secretary of State for Justice","Tooting","https://twitter.com/SadiqKhan","http://dbpedia.org/resource/Sadiq_Khan",2014-04-15T16:10:00+01:00
"Simon Kirby MP","Conservative","","Brighton, Kemptown","https://twitter.com/SimonKirbyMP","http://dbpedia.org/resource/Simon_Kirby",2014-04-15T16:10:01+01:00
"Rt Hon Sir Greg Knight MP","Conservative","","East Yorkshire","https://twitter.com/gregknightmp","URI_UNKNOWN",2014-04-15T16:10:01+01:00
"Kwasi Kwarteng MP","Conservative","","Spelthorne","TWITTER_UNKNOWN","http://dbpedia.org/resource/Kwasi_Kwarteng",2014-04-15T16:10:01+01:00
"Mrs Eleanor Laing MP","Conservative","","Epping Forest","https://twitter.com/EleanorLaingMP","URI_UNKNOWN",2014-04-15T16:10:02+01:00
"Norman Lamb MP","Liberal Democrat","The Minister of State, Department of Health","North Norfolk","https://twitter.com/normanlamb","http://dbpedia.org/resource/Norman_Lamb",2014-04-15T16:10:02+01:00
"Rt Hon David Lammy MP","Labour","","Tottenham","https://twitter.com/DavidLammy","http://dbpedia.org/resource/David_Lammy",2014-04-15T16:10:03+01:00
"Mark Lancaster MP","Conservative","","Milton Keynes North","https://twitter.com/MarkLancasterMP","http://dbpedia.org/resource/Mark_Lancaster",2014-04-15T16:10:03+01:00
"Rt Hon Andrew Lansley MP","Conservative","The Leader of the House of Commons ","South Cambridgeshire","TWITTER_UNKNOWN","http://dbpedia.org/resource/Andrew_Lansley",2014-04-15T16:10:03+01:00
"Pauline Latham MP","Conservative","","Mid Derbyshire","https://twitter.com/Pauline_Latham","http://dbpedia.org/resource/Pauline_Latham",2014-04-15T16:10:03+01:00
"Ian Lavery MP","Labour","","Wansbeck","https://twitter.com/IanLaveryMP","http://dbpedia.org/resource/Ian_Lavery",2014-04-15T16:10:04+01:00
"Rt Hon David Laws MP","Liberal Democrat","The Minister of State, Cabinet Office","Yeovil","TWITTER_UNKNOWN","http://dbpedia.org/resource/David_Laws",2014-04-15T16:10:04+01:00
"Mark Lazarowicz MP","Labour (Co-op)","","Edinburgh North and Leith","https://twitter.com/marklazarowicz","http://dbpedia.org/resource/Mark_Lazarowicz",2014-04-15T16:10:04+01:00
"Andrea Leadsom MP","Conservative","","South Northamptonshire","https://twitter.com/andrealeadsom","http://dbpedia.org/resource/Andrea_Leadsom",2014-04-15T16:10:05+01:00
"Jessica Lee MP","Conservative","","Erewash","https://twitter.com/JessicaLeeMP","http://dbpedia.org/resource/Jessica_Lee_(politician)",2014-04-15T16:10:05+01:00
"Dr Phillip Lee MP","Conservative","","Bracknell","https://twitter.com/DrPhillipLeeMP","http://dbpedia.org/resource/Phillip_Lee_(politician)",2014-04-15T16:10:05+01:00
"Mr John Leech MP","Liberal Democrat","","Manchester, Withington","https://twitter.com/johnleechmcr","http://dbpedia.org/resource/John_Leech_(politician)",2014-04-15T16:10:05+01:00
"Jeremy Lefroy MP","Conservative","","Stafford","https://twitter.com/JeremyLefroyMP","http://dbpedia.org/resource/Jeremy_Lefroy",2014-04-15T16:10:06+01:00
"Sir Edward Leigh MP","Conservative","","Gainsborough","TWITTER_UNKNOWN","http://dbpedia.org/resource/Edward_Leigh",2014-04-15T16:10:06+01:00
"Charlotte Leslie MP","Conservative","","Bristol North West","https://twitter.com/CLeslieMP","http://dbpedia.org/resource/Charlotte_Leslie",2014-04-15T16:10:06+01:00
"Chris Leslie MP","Labour (Co-op)","Shadow Chief Secretary  to the Treasury","Nottingham East","https://twitter.com/ChrisLeslieMP","http://dbpedia.org/resource/Chris_Leslie_(politician)",2014-04-15T16:10:06+01:00
"Rt Hon Oliver Letwin MP","Conservative","","West Dorset","https://twitter.com/OliverLetwinMP","http://dbpedia.org/resource/Oliver_Letwin",2014-04-15T16:10:07+01:00
"Mrs Emma Lewell-Buck MP","Labour","","South Shields","https://twitter.com/EmmaLewellBuck","URI_UNKNOWN",2014-04-15T16:10:07+01:00
"Brandon Lewis MP","Conservative","","Great Yarmouth","https://twitter.com/BrandonLewis","http://dbpedia.org/resource/Brandon_Lewis",2014-04-15T16:10:08+01:00
"Mr Ivan Lewis MP","Labour","Shadow Secretary of State for Northern Ireland","Bury South","https://twitter.com/IvanLewis_MP","http://dbpedia.org/resource/Ivan_Lewis",2014-04-15T16:10:08+01:00
"Dr Julian Lewis MP","Conservative","","New Forest East","TWITTER_UNKNOWN","http://dbpedia.org/resource/Julian_Lewis",2014-04-15T16:10:08+01:00
"Mr Ian Liddell-Grainger MP","Conservative","","Bridgwater and West Somerset","TWITTER_UNKNOWN","http://dbpedia.org/resource/Ian_Liddell-Grainger",2014-04-15T16:10:09+01:00
"Rt Hon David Lidington MP","Conservative","","Aylesbury","https://twitter.com/DLidington","http://dbpedia.org/resource/David_Lidington",2014-04-15T16:10:09+01:00
"Rt Hon Peter Lilley MP","Conservative","","Hitchin and Harpenden","TWITTER_UNKNOWN","http://dbpedia.org/resource/Peter_Lilley",2014-04-15T16:10:09+01:00
"Stephen Lloyd MP","Liberal Democrat","","Eastbourne","TWITTER_UNKNOWN","http://dbpedia.org/resource/Stephen_Lloyd",2014-04-15T16:10:09+01:00
"Rt Hon Elfyn Llwyd MP","Plaid Cymru","Shadow PC Spokesperson (Home Affairs)","Dwyfor Meirionnydd","TWITTER_UNKNOWN","http://dbpedia.org/resource/Elfyn_Llwyd",2014-04-15T16:10:10+01:00
"Naomi Long MP","Alliance","","Belfast East","https://twitter.com/naomi_long","http://dbpedia.org/resource/Naomi_Long",2014-04-15T16:10:10+01:00
"Jack Lopresti MP","Conservative","","Filton and Bradley Stoke","https://twitter.com/JackLoprestiMP","http://dbpedia.org/resource/Jack_Lopresti",2014-04-15T16:10:10+01:00
"Jonathan Lord MP","Conservative","","Woking","TWITTER_UNKNOWN","http://dbpedia.org/resource/Jonathan_Lord",2014-04-15T16:10:10+01:00
"Tim Loughton MP","Conservative","","East Worthing and Shoreham","https://twitter.com/timloughton","http://dbpedia.org/resource/Tim_Loughton",2014-04-15T16:10:11+01:00
"Mr Andrew Love MP","Labour (Co-op)","","Edmonton","https://twitter.com/AndyLoveMP","URI_UNKNOWN",2014-04-15T16:10:11+01:00
"Caroline Lucas MP","Green","","Brighton, Pavilion","https://twitter.com/CarolineLucas","http://dbpedia.org/resource/Caroline_Lucas",2014-04-15T16:10:11+01:00
"Ian Lucas MP","Labour","Shadow Minister (Foreign and Commonwealth Affairs)","Wrexham","https://twitter.com/IanCLucas","http://dbpedia.org/resource/Ian_Lucas",2014-04-15T16:10:12+01:00
"Sir Peter Luff MP","Conservative","","Mid Worcestershire","https://twitter.com/PeterJLuff","http://dbpedia.org/resource/Peter_Luff",2014-04-15T16:10:12+01:00
"Karen Lumley MP","Conservative","","Redditch","TWITTER_UNKNOWN","http://dbpedia.org/resource/Karen_Lumley",2014-04-15T16:10:12+01:00
"Steve McCabe MP","Labour","Shadow Minister (Education)","Birmingham, Selly Oak","https://twitter.com/steve_mccabe","http://dbpedia.org/resource/Steve_McCabe_(politician)",2014-04-15T16:10:12+01:00
"Mr Michael McCann MP","Labour","","East Kilbride, Strathaven and Lesmahagow","https://twitter.com/MichaelMcCannMP","http://dbpedia.org/resource/Michael_McCann_(politician)",2014-04-15T16:10:13+01:00
"Kerry McCarthy MP","Labour","Shadow Minister (Foreign and Commonwealth Affairs)","Bristol East","https://twitter.com/KerryMP","http://dbpedia.org/resource/Kerry_McCarthy",2014-04-15T16:10:13+01:00
"Jason McCartney MP","Conservative","","Colne Valley","https://twitter.com/JasonMcCartney","http://dbpedia.org/resource/Jason_McCartney_(politician)",2014-04-15T16:10:13+01:00
"Karl McCartney MP","Conservative","","Lincoln","https://twitter.com/karlmccartney","http://dbpedia.org/resource/Karl_McCartney",2014-04-15T16:10:13+01:00
"Gregg McClymont MP","Labour","","Cumbernauld, Kilsyth and Kirkintilloch East","https://twitter.com/greggmcclymont","http://dbpedia.org/resource/Gregg_McClymont",2014-04-15T16:10:14+01:00
"Dr William McCrea MP","Democratic Unionist","Shadow DUP Leader of the House of Commons","South Antrim","TWITTER_UNKNOWN","http://dbpedia.org/resource/William_McCrea_(politician)",2014-04-15T16:10:14+01:00
"Siobhain McDonagh MP","Labour","","Mitcham and Morden","https://twitter.com/SiobhainMP","http://dbpedia.org/resource/Siobhain_McDonagh",2014-04-15T16:10:15+01:00
"Andy McDonald MP","Labour","","Middlesbrough","https://twitter.com/AndyMcDonaldMP","URI_UNKNOWN",2014-04-15T16:10:16+01:00
